Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
784,14,Nov 29 2014,12:00 PM,Sat,Cincinnati,14,@,Temple,6,ESPNews,,
785,14,Nov 29 2014,12:00 PM,Sat,(23) Clemson,35,,South Carolina,17,ESPN,,
786,14,Nov 29 2014,7:00 PM,Sat,Duke,41,,Wake Forest,21,ESPN U,,
787,14,Nov 29 2014,3:30 PM,Sat,(1) Florida State,24,,Florida,19,ESPN,,
788,14,Nov 29 2014,7:00 PM,Sat,Fresno State,28,,Hawaii,21,Mountain West Network,,
789,14,Nov 29 2014,6:00 PM,Sat,Georgia Southern,22,,Louisiana-Monroe,16,ESPN3.com,,
790,14,Nov 29 2014,12:00 PM,Sat,(16) Georgia Tech,30,@,(8) Georgia,24,SEC Network,,
791,14,Nov 29 2014,12:00 PM,Sat,Illinois,47,@,Northwestern,33,ESPN U,,
792,14,Nov 29 2014,12:00 PM,Sat,Indiana,23,,Purdue,16,Big Ten Network,,
793,14,Nov 29 2014,4:00 PM,Sat,(11) Kansas State,51,,Kansas,13,FS1,,
794,14,Nov 29 2014,12:00 PM,Sat,Louisiana Tech,76,,Rice,31,CBSSN,,
795,14,Nov 29 2014,12:30 PM,Sat,Louisiana-Lafayette,42,@,Troy,23,ESPN3.com,,
796,14,Nov 29 2014,12:00 PM,Sat,(24) Louisville,44,,Kentucky,40,ESPN 2,,
797,14,Nov 29 2014,4:00 PM,Sat,Memphis,41,,Connecticut,10,ESPNews,,
798,14,Nov 29 2014,3:30 PM,Sat,(10) Michigan State,34,@,Penn State,10,ABC (ESPN 2 mirror),,
799,14,Nov 29 2014,3:30 PM,Sat,(18) Mississippi,31,,(4) Mississippi State,17,CBS,,
800,14,Nov 29 2014,10:30 PM,Sat,Nevada,49,@,Nevada-Las Vegas,27,ESPN U,,
801,14,Nov 29 2014,3:00 PM,Sat,New Mexico,36,,Wyoming,30,ROOT-NW RM SW,,
802,14,Nov 29 2014,12:30 PM,Sat,North Carolina State,35,@,North Carolina,7,ACC Network,,
803,14,Nov 29 2014,12:00 PM,Sat,(7) Ohio State,42,,Michigan,28,ABC,,
804,14,Nov 29 2014,12:00 PM,Sat,Old Dominion,31,@,Florida Atlantic,28,MyTVZ33 Sinclair,,
805,14,Nov 29 2014,8:00 PM,Sat,(3) Oregon,47,@,Oregon State,19,ABC,,
806,14,Nov 29 2014,7:00 PM,Sat,Pittsburgh,35,@,Miami (FL),23,ESPN 2,,
807,14,Nov 29 2014,3:30 PM,Sat,Rutgers,41,@,Maryland,38,ESPN U,,
808,14,Nov 29 2014,3:30 PM,Sat,San Diego State,38,,San Jose State,7,CBSSN,,
809,14,Nov 29 2014,3:30 PM,Sat,Southern California,49,,Notre Dame,14,FOX,,
810,14,Nov 29 2014,4:00 PM,Sat,Tennessee,24,@,Vanderbilt,17,SEC Network,,
811,14,Nov 29 2014,2:00 PM,Sat,Texas State,54,@,Georgia State,31,ESPN3.com,,
812,14,Nov 29 2014,7:00 PM,Sat,Texas-El Paso,24,,Middle Tennessee State,21,ASN CSN-CA,,
813,14,Nov 29 2014,12:00 PM,Sat,Texas-San Antonio,34,,North Texas,27,FSN-SW MW W MSG+,,
814,14,Nov 29 2014,1:00 PM,Sat,Utah,38,@,Colorado,34,Pac-12 Network,,
815,14,Nov 29 2014,10:30 PM,Sat,Washington,31,@,Washington State,13,FS1,,
816,14,Nov 29 2014,12:00 PM,Sat,West Virginia,37,@,Iowa State,24,FS1,,
817,14,Nov 29 2014,3:30 PM,Sat,(14) Wisconsin,34,,(22) Minnesota,24,Big Ten Network,,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
818,15,Dec 4 2014,7:30 PM,Thu,Central Florida,32,@,East Carolina,30,ESPN,,
819,15,Dec 5 2014,7:00 PM,Fri,Northern Illinois,51,,Bowling Green State,17,ESPN 2,Mid-American Championship - Ford Field - Detroit MI,
820,15,Dec 5 2014,9:00 PM,Fri,(3) Oregon,51,,(8) Arizona,13,FOX,Pac-12 Championship - Levi`s Stadium - Santa Clara CA,
821,15,Dec 6 2014,4:00 PM,Sat,(1) Alabama,42,,(14) Missouri,13,CBS,SEC Championship - Georgia Dome - Atlanta GA,
822,15,Dec 6 2014,7:45 PM,Sat,(5) Baylor,38,,(9) Kansas State,27,ESPN,,
823,15,Dec 6 2014,10:00 PM,Sat,(22) Boise State,28,,Fresno State,14,CBS,,
824,15,Dec 6 2014,12:00 PM,Sat,Cincinnati,38,,Houston,31,ESPN,Paul Brown Stadium - Cincinnati OH,
825,15,Dec 6 2014,8:00 PM,Sat,(2) Florida State,37,,(12) Georgia Tech,35,ABC,ACC Championship - Bank of America Stadium - Charlotte NC,
826,15,Dec 6 2014,12:00 PM,Sat,Marshall,26,,Louisiana Tech,23,ESPN 2,,
827,15,Dec 6 2014,8:17 PM,Sat,(6) Ohio State,59,,(11) Wisconsin,0,FOX,Big Ten Championship - Lucas Oil Stadium - Indianapolis IN,
828,15,Dec 6 2014,3:30 PM,Sat,Oklahoma State,38,@,(18) Oklahoma,35,FS1,,
829,15,Dec 6 2014,12:00 PM,Sat,Southern Methodist,27,@,Connecticut,20,CBSSN,,
830,15,Dec 6 2014,7:30 PM,Sat,Temple,10,@,Tulane,3,ESPN 2,,
831,15,Dec 6 2014,12:00 PM,Sat,(4) Texas Christian,55,,Iowa State,3,ABC,,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
832,16,Dec 13 2014,3:00 PM,Sat,Navy,17,,Army,10,CBS,M&T Bank Stadium - Baltimore MD,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
833,17,Dec 20 2014,5:45 PM,Sat,Air Force,38,,Western Michigan,24,ESPN,Famous Idaho Potato Bowl - Bronco Stadium Boise ID,
834,17,Dec 20 2014,9:15 PM,Sat,Bowling Green State,33,,South Alabama,28,ESPN,Raycom Media Camellia Bowl - Cramton Bowl Montgomery AL,
835,17,Dec 20 2014,11:00 AM,Sat,Louisiana-Lafayette,16,,Nevada,3,ESPN,R+L Carriers New Orleans Bowl - Mercedes-Benz Superdome New Orleans LA,
836,17,Dec 20 2014,3:30 PM,Sat,(21) Utah,45,,Colorado State,10,ABC,Royal Purple Las Vegas Bowl - Sam Boyd Stadium Las Vegas NV,
837,17,Dec 20 2014,2:20 PM,Sat,Utah State,21,,Texas-El Paso,6,ESPN,Gildan New Mexico Bowl - University Stadium Albuquerque NM,
838,17,Dec 22 2014,2:00 PM,Mon,(25) Memphis,55,,Brigham Young,48,ESPN,Miami Beach Bowl - Marlins Park - Miami FL,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
839,18,Dec 23 2014,6:00 PM,Tue,(23) Marshall,52,,Northern Illinois,23,ESPN,Boca Raton Bowl - FAU Stadium - Boca Raton FL,
840,18,Dec 23 2014,9:30 PM,Tue,Navy,17,,San Diego State,16,ESPN,San Diego County Credit Union Poinsettia Bowl - Qualcomm Stadium San Diego CA,
841,18,Dec 24 2014,8:00 PM,Wed,Rice,30,,Fresno State,6,ESPN,Hawaii Bowl - Hawaiian Airlines Field at Aloha Stadium Honolulu HI,
842,18,Dec 24 2014,12:00 PM,Wed,Western Kentucky,49,,Central Michigan,48,ESPN,Popeyes Bahamas Bowl - Thomas Robinson National Stadium - Nassau Bahamas,
843,18,Dec 26 2014,1:00 PM,Fri,Louisiana Tech,35,,Illinois,18,ESPN,Zaxby`s Heart of Dallas Bowl - Cotton Bowl - Dallas TX,
844,18,Dec 26 2014,8:00 PM,Fri,North Carolina State,34,,Central Florida,27,ESPN,Bitcoin St. Petersburg Bowl - Tropicana Field St. Petersburg FL,
845,18,Dec 26 2014,4:30 PM,Fri,Rutgers,40,,North Carolina,21,ESPN,Quick Lane Bowl - Ford Field Detroit MI,
846,18,Dec 27 2014,2:10 PM,Sat,(12) Arizona State,36,,Duke,31,CBS,Hyundai Sun Bowl - Sun Bowl Stadium El Paso TX,
847,18,Dec 27 2014,4:30 PM,Sat,Penn State,31,,Boston College,30,ESPN,New Era Pinstripe Bowl - Yankee Stadium Bronx New York,
848,18,Dec 27 2014,3:30 PM,Sat,South Carolina,24,,Miami (FL),21,ABC,Duck Commander Independence Bowl - Independence Stadium Shreveport LA,
849,18,Dec 27 2014,8:00 PM,Sat,(20) Southern California,45,,Nebraska,42,ESPN,National University Holiday Bowl - Qualcomm Stadium San Diego CA,
850,18,Dec 27 2014,1:00 PM,Sat,Virginia Tech,33,,Cincinnati,17,ESPN,Military Bowl - Navy-Marine Corps Memorial Stadium Annapolis MD,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
851,19,Dec 29 2014,9:00 PM,Mon,Arkansas,31,,Texas,7,ESPN,Advocare V100 Texas Bowl - NRG Stadium Houston TX,
852,19,Dec 29 2014,5:30 PM,Mon,(15) Clemson,40,,Oklahoma,6,ESPN,Russell Athletic Bowl - Florida Citrus Bowl - Orlando FL,
853,19,Dec 29 2014,2:00 PM,Mon,Texas A&M,45,,West Virginia,37,ESPN,AutoZone Liberty Bowl - Liberty Bowl Memorial Stadium Memphis TN,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
854,20,Dec 30 2014,6:45 PM,Tue,(9) Georgia,37,,(24) Louisville,14,ESPN,Belk Bowl - Bank of America Stadium Charlotte NC,
855,20,Dec 30 2014,3:00 PM,Tue,Notre Dame,31,,Louisiana State,28,ESPN,Franklin American Mortgage Music City Bowl - LP Field Nashville TN,
856,20,Dec 30 2014,10:00 PM,Tue,Stanford,45,,Maryland,21,ESPN,Foster Farms Bowl - Levi`s Stadium Santa Clara CA,
857,20,Dec 31 2014,4:00 PM,Wed,(16) Boise State,38,,(19) Arizona,30,ESPN,Fiesta Bowl - University of Phoenix Stadium - Glendale AZ,
858,20,Dec 31 2014,8:00 PM,Wed,(8) Georgia Tech,49,,(11) Mississippi State,34,ESPN,Orange Bowl - Sun Life Stadium - Miami Gardens FL,
859,20,Dec 31 2014,12:30 PM,Wed,(3) Texas Christian,42,,(17) Mississippi,3,ESPN,Chick-fil-A Peach Bowl - Georgia Dome - Atlanta GA,
860,20,Jan 1 2015,12:30 PM,Thu,(5) Michigan State,42,,(7) Baylor,41,ESPN,Goodyear Cotton Bowl Classic - AT&T Stadium - Arlington TX,
861,20,Jan 1 2015,1:00 PM,Thu,(14) Missouri,33,,Minnesota,17,ABC,Buffalo Wild Wings Citrus Bowl - Florida Citrus Bowl - Orlando FL,
862,20,Jan 1 2015,9:00 PM,Thu,(1) Ohio State,42,,(4) Alabama,35,ESPN,Allstate Sugar Bowl - Mercedes-Benz Superdome - New Orleans LA,
863,20,Jan 1 2015,5:00 PM,Thu,(2) Oregon,59,,(5) Florida State,20,ESPN,Rose Bowl - Rose Bowl - Pasadena CA,
864,20,Jan 1 2015,12:00 PM,Thu,(13) Wisconsin,34,,(22) Auburn,31,ESPN 2,Outback Bowl - Raymond James Stadium Tampa FL,
865,20,Jan 2 2015,12:00 PM,Fri,Houston,35,,Pittsburgh,34,ESPN,Lockheed Martin Armed Forces Bowl - Amon G. Carter Stadium Fort Worth TX,
866,20,Jan 2 2015,10:15 PM,Fri,Oklahoma State,30,,Washington,22,ESPN,TicketCity Cactus Bowl - Sun Devil Stadium Tempe AZ,
867,20,Jan 2 2015,3:20 PM,Fri,Tennessee,45,,Iowa,28,ESPN,TaxSlayer Bowl - EverBank Field Jacksonville FL,
868,20,Jan 2 2015,6:45 PM,Fri,(10) UCLA,40,,(18) Kansas State,35,ESPN,Valero Alamo Bowl - Alamodome San Antonio TX,
869,20,Jan 3 2015,12:00 PM,Sat,Florida,28,,East Carolina,20,ESPN,Birmingham Bowl - Legion Field Birmingham AL,
870,20,Jan 4 2015,9:00 PM,Sun,Toledo,63,,Arkansas State,44,ESPN,GoDaddy Bowl - Ladd-Peebles Stadium Mobile AL,
Rk,Wk,Date,Time,Day,Winner/Tie,Pts,,Loser/Tie,Pts,TV,Notes,
871,21,Jan 12 2015,8:30 PM,Mon,(1) Ohio State,42,,(2) Oregon,20,ESPN,College Football Championship - AT&T Stadium - Arlington TX,
